time,city,temperature,humidity
2026-05-23 13:31:04.384534,Chennai,44.8,39
2026-05-23 13:31:06.389743,Delhi,41.7,45
2026-05-23 13:31:08.306101,Hyderabad,34.7,57
2026-05-23 13:31:08.401781,Mumbai,41.2,40
2026-05-23 13:31:10.413234,Mumbai,34.9,80
2026-05-23 13:31:12.421012,Bangalore,32.6,70
2026-05-23 13:31:13.324773,Mumbai,38.2,73
2026-05-23 13:31:14.432737,Vijayawada,42.3,56
2026-05-23 13:31:16.436933,Bangalore,33.5,79
2026-05-23 13:31:18.355332,Bangalore,27.2,81
2026-05-23 13:31:18.445741,Bangalore,34.7,59
2026-05-23 13:31:20.455228,Bangalore,32.8,75
2026-05-23 13:31:22.470017,Delhi,38.1,79
2026-05-23 13:31:23.365064,Vijayawada,34.9,75
2026-05-23 13:31:24.485237,Vijayawada,39.5,87
2026-05-23 13:31:26.493831,Delhi,37.4,76
2026-05-23 13:31:28.381215,Hyderabad,21.8,90
2026-05-23 13:31:28.504305,Bangalore,38.0,39
2026-05-23 13:31:30.512523,Hyderabad,43.8,47
2026-05-23 13:31:32.523150,Mumbai,37.3,70
2026-05-23 13:31:33.394903,Hyderabad,41.7,78
2026-05-23 13:31:34.532375,Chennai,38.2,84
2026-05-23 13:31:36.539082,Delhi,41.4,41
2026-05-23 13:31:38.408490,Mumbai,38.1,55
2026-05-23 13:31:38.546135,Delhi,38.1,72
2026-05-23 13:31:40.555678,Bangalore,31.0,89
2026-05-23 13:31:42.571497,Vijayawada,42.3,56
2026-05-23 13:31:43.420272,Delhi,21.4,51
2026-05-23 13:31:44.581243,Delhi,38.4,81
2026-05-23 13:31:46.588979,Mumbai,41.4,42
2026-05-23 13:31:48.437268,Delhi,36.9,41
2026-05-23 13:31:48.598935,Hyderabad,39.1,73
2026-05-23 13:31:50.611772,Hyderabad,37.9,75
2026-05-23 13:31:52.622277,Mumbai,40.6,35
2026-05-23 13:31:53.449261,Hyderabad,33.2,74
2026-05-23 13:31:54.647685,Mumbai,39.0,57
2026-05-23 13:31:56.659391,Chennai,39.9,74
2026-05-23 13:31:58.478696,Mumbai,41.9,78
2026-05-23 13:31:58.674374,Chennai,44.3,50
2026-05-23 13:32:00.680775,Hyderabad,38.1,90
2026-05-23 13:32:02.696960,Hyderabad,38.0,88
2026-05-23 13:32:03.493781,Vijayawada,33.8,65
2026-05-23 13:32:04.708352,Bangalore,35.5,49
2026-05-23 13:32:06.719789,Mumbai,40.2,50
2026-05-23 13:32:08.504989,Bangalore,34.0,41
2026-05-23 13:32:08.730978,Vijayawada,42.2,67
2026-05-23 13:32:10.745505,Mumbai,40.6,38
2026-05-23 13:32:12.754841,Chennai,42.2,55
2026-05-23 13:32:13.522523,Mumbai,40.5,58
2026-05-23 13:32:14.773960,Mumbai,39.6,53
2026-05-23 13:32:16.793098,Delhi,40.7,63
2026-05-23 13:32:18.554242,Hyderabad,35.5,71
2026-05-23 13:32:18.802135,Mumbai,36.2,73
2026-05-23 13:32:20.816235,Mumbai,36.3,78
2026-05-23 13:32:22.826619,Hyderabad,39.3,69
2026-05-23 13:32:23.569076,Delhi,29.9,80
2026-05-23 13:32:24.835305,Chennai,39.6,68
2026-05-23 13:32:26.845246,Chennai,40.7,58
2026-05-23 13:32:28.590093,Delhi,20.1,76
2026-05-23 13:32:28.858711,Delhi,40.6,42
2026-05-23 13:32:30.869704,Vijayawada,44.7,38
2026-05-23 13:32:32.880404,Delhi,41.0,51
2026-05-23 13:32:33.604122,Bangalore,24.2,46
2026-05-23 13:32:34.889965,Bangalore,33.5,63
2026-05-23 13:32:36.895360,Bangalore,34.6,57
2026-05-23 13:32:38.624532,Vijayawada,27.1,66
2026-05-23 13:32:38.910444,Hyderabad,36.9,87
2026-05-23 13:32:40.925455,Chennai,41.4,61
2026-05-23 13:32:42.937395,Hyderabad,44.0,46
2026-05-23 13:32:43.643192,Chennai,38.8,69
2026-05-23 13:32:44.952194,Vijayawada,46.1,38
2026-05-23 13:32:46.959594,Vijayawada,42.9,55
2026-05-23 13:32:48.657246,Delhi,39.1,66
2026-05-23 13:32:48.969617,Vijayawada,43.2,55
2026-05-23 13:32:50.979199,Chennai,42.8,60
2026-05-23 13:32:52.991152,Chennai,42.8,62
2026-05-23 13:32:53.673661,Bangalore,29.6,74
2026-05-23 13:32:55.001672,Chennai,39.9,68
2026-05-23 13:32:57.012223,Chennai,40.0,78
2026-05-23 13:32:58.681978,Bangalore,32.2,44
2026-05-23 13:32:59.022270,Mumbai,39.0,51
2026-05-23 13:33:01.031470,Vijayawada,42.2,64
2026-05-23 13:33:03.045811,Hyderabad,39.2,84
2026-05-23 13:33:03.699771,Chennai,30.3,78
2026-05-23 13:33:05.058590,Bangalore,34.6,56
2026-05-23 13:33:07.065176,Vijayawada,41.0,81
2026-05-23 13:33:08.729663,Hyderabad,24.4,59
2026-05-23 13:33:09.073747,Chennai,41.7,71
2026-05-23 13:33:11.081400,Bangalore,37.8,42
2026-05-23 13:33:13.092427,Hyderabad,37.6,75
2026-05-23 13:33:13.745320,Vijayawada,27.3,75
2026-05-23 13:33:15.107158,Delhi,39.1,65
2026-05-23 13:33:17.122823,Bangalore,35.3,57
2026-05-23 13:33:18.765847,Bangalore,41.7,68
2026-05-23 13:33:19.132245,Mumbai,37.4,60
2026-05-23 13:33:21.142682,Bangalore,33.1,70
2026-05-23 13:33:23.153261,Mumbai,37.2,53
2026-05-23 13:33:23.777359,Mumbai,39.7,48
2026-05-23 13:33:25.166010,Hyderabad,39.7,69
2026-05-23 13:33:27.177053,Mumbai,35.7,86
2026-05-23 13:33:28.790218,Bangalore,33.9,40
2026-05-23 13:33:29.191337,Bangalore,31.3,82
2026-05-23 13:33:31.204541,Mumbai,36.1,83
2026-05-23 13:33:33.229792,Delhi,36.8,82
2026-05-23 13:33:33.812860,Hyderabad,26.4,74
2026-05-23 13:33:35.234982,Vijayawada,39.5,84
2026-05-23 13:33:37.257734,Bangalore,37.4,35
2026-05-23 13:33:38.825432,Mumbai,22.6,76
2026-05-23 13:33:39.269389,Vijayawada,43.1,50
2026-05-23 13:33:41.282338,Chennai,43.4,56
2026-05-23 13:33:43.299204,Bangalore,35.7,57
2026-05-23 13:33:43.863370,Vijayawada,36.0,66
2026-05-23 13:33:45.309042,Delhi,40.8,40
2026-05-23 13:33:47.322268,Mumbai,33.9,84
2026-05-23 13:33:48.877631,Hyderabad,21.5,52
2026-05-23 13:33:49.339148,Vijayawada,44.3,42
2026-05-23 13:33:51.361052,Hyderabad,39.4,66
2026-05-23 13:33:53.371723,Hyderabad,40.9,49
2026-05-23 13:33:53.899808,Bangalore,25.8,54
2026-05-23 13:33:55.389466,Delhi,36.9,88
2026-05-23 13:33:57.401168,Hyderabad,38.3,89
2026-05-23 13:33:58.913889,Delhi,23.0,73
2026-05-23 13:33:59.413234,Chennai,38.7,75
2026-05-23 13:34:01.425625,Mumbai,38.8,46
2026-05-23 13:34:03.435346,Bangalore,35.6,55
2026-05-23 13:34:03.926998,Mumbai,23.3,41
2026-05-23 13:34:05.447089,Delhi,42.1,42
2026-05-23 13:34:07.456696,Vijayawada,42.6,63
2026-05-23 13:34:08.937683,Chennai,31.0,88
2026-05-23 13:34:09.466968,Vijayawada,38.2,89
2026-05-23 13:34:11.476741,Chennai,45.1,44
2026-05-23 13:34:13.487505,Bangalore,32.0,84
2026-05-23 13:34:13.967807,Delhi,20.2,58
2026-05-23 13:34:15.498609,Vijayawada,45.2,40
2026-05-23 13:34:17.512584,Chennai,39.0,87
2026-05-23 13:34:18.980872,Chennai,34.6,83
2026-05-23 13:34:19.530074,Bangalore,31.4,90
2026-05-23 13:34:21.540047,Chennai,39.6,70
2026-05-23 13:34:23.550575,Chennai,43.7,41
2026-05-23 13:34:23.999992,Hyderabad,37.1,86
2026-05-23 13:34:25.564624,Hyderabad,43.4,45
2026-05-23 13:34:27.575158,Vijayawada,44.4,45
2026-05-23 13:34:29.026123,Chennai,38.1,76
2026-05-23 13:34:29.586093,Delhi,41.2,37
2026-05-23 13:34:31.601210,Bangalore,31.6,81
2026-05-23 13:34:33.609497,Hyderabad,41.2,62
2026-05-23 13:34:34.034183,Delhi,38.0,46
2026-05-23 13:34:35.620554,Hyderabad,38.8,87
2026-05-23 13:34:37.626470,Chennai,39.8,75
2026-05-23 13:34:39.045637,Hyderabad,39.7,61
2026-05-23 13:34:39.639618,Vijayawada,45.4,43
2026-05-23 13:34:41.649089,Delhi,41.5,45
2026-05-23 13:34:43.661608,Vijayawada,40.0,79
2026-05-23 13:34:44.057999,Hyderabad,26.3,72
2026-05-23 13:34:45.672430,Mumbai,40.3,37
2026-05-23 13:34:47.683431,Delhi,37.6,85
2026-05-23 13:34:49.068601,Delhi,37.0,65
2026-05-23 13:34:49.691031,Bangalore,38.7,37
2026-05-23 13:34:51.701585,Hyderabad,42.6,38
2026-05-23 13:34:53.707646,Bangalore,34.1,65
2026-05-23 13:34:54.077966,Vijayawada,24.5,82
2026-05-23 13:34:55.715675,Delhi,39.8,50
2026-05-23 13:34:57.721766,Bangalore,36.7,46
2026-05-23 13:34:59.091116,Delhi,33.7,75
2026-05-23 13:34:59.732868,Mumbai,36.7,80
2026-05-23 13:35:01.743612,Delhi,37.2,88
2026-05-23 13:35:03.761432,Delhi,41.4,52
2026-05-23 13:35:04.104827,Delhi,37.5,47
2026-05-23 13:35:05.775094,Delhi,40.9,39
2026-05-23 13:35:07.783165,Bangalore,33.3,77
2026-05-23 13:35:09.123167,Delhi,34.0,44
2026-05-23 13:35:09.793771,Hyderabad,38.3,77
2026-05-23 13:35:11.808501,Vijayawada,42.2,64
2026-05-23 13:35:13.820484,Vijayawada,44.0,52
2026-05-23 13:35:14.139478,Delhi,36.2,51
2026-05-23 13:35:15.842305,Hyderabad,36.8,88
2026-05-23 13:35:17.851908,Mumbai,39.2,39
2026-05-23 13:35:19.162836,Chennai,25.1,76
2026-05-23 13:35:19.862462,Vijayawada,41.6,77
2026-05-23 13:35:21.873461,Delhi,40.2,68
2026-05-23 13:35:23.881833,Vijayawada,45.8,46
2026-05-23 13:35:24.174051,Vijayawada,35.4,86
2026-05-23 13:35:25.890241,Chennai,44.8,42
2026-05-23 13:35:27.899142,Bangalore,34.4,65
2026-05-23 13:35:29.187366,Chennai,23.8,52
2026-05-23 13:35:29.904811,Hyderabad,38.2,78
2026-05-23 13:35:31.919662,Mumbai,36.8,65
2026-05-23 13:35:33.930746,Bangalore,34.8,63
2026-05-23 13:35:34.206859,Mumbai,41.3,54
2026-05-23 13:35:35.939933,Chennai,41.1,56
2026-05-23 13:35:37.949141,Hyderabad,42.1,43
2026-05-23 13:35:39.219837,Hyderabad,27.6,62
2026-05-23 13:35:39.959475,Chennai,40.6,81
2026-05-23 13:35:41.968725,Vijayawada,40.0,84
2026-05-23 13:35:43.981331,Delhi,38.9,63
2026-05-23 13:35:44.227519,Chennai,40.7,40
2026-05-23 13:35:45.993157,Chennai,39.7,68
2026-05-23 13:35:48.003609,Mumbai,33.5,88
2026-05-23 13:35:49.239993,Mumbai,24.7,40
2026-05-23 13:35:50.015474,Bangalore,34.9,51
2026-05-23 13:35:52.028772,Delhi,40.4,46
2026-05-23 13:35:54.042789,Chennai,41.8,63
2026-05-23 13:35:54.251424,Bangalore,24.0,55
2026-05-23 13:35:56.058240,Mumbai,40.1,47
2026-05-23 13:35:58.069603,Chennai,41.0,70
2026-05-23 13:35:59.263947,Delhi,38.4,68
2026-05-23 13:36:00.078030,Vijayawada,45.8,37
2026-05-23 13:36:02.086231,Bangalore,32.7,89
2026-05-23 13:36:04.099698,Mumbai,37.7,54
2026-05-23 13:36:04.281209,Hyderabad,37.9,83
2026-05-23 13:36:06.110435,Delhi,40.8,47
2026-05-23 13:36:08.119442,Vijayawada,40.2,72
2026-05-23 13:36:09.296307,Bangalore,27.5,70
2026-05-23 13:36:10.133338,Chennai,41.0,72
2026-05-23 13:36:12.144889,Bangalore,36.8,40
2026-05-23 13:36:14.153557,Bangalore,32.5,86
2026-05-23 13:36:14.310166,Bangalore,26.7,43
2026-05-23 13:36:16.164851,Vijayawada,42.8,57
2026-05-23 13:36:18.179740,Hyderabad,38.7,73
2026-05-23 13:36:19.332632,Hyderabad,20.0,85
2026-05-23 13:36:20.190064,Chennai,38.0,85
2026-05-23 13:36:22.196121,Mumbai,35.2,79
2026-05-23 13:36:24.204924,Vijayawada,42.0,74
2026-05-23 13:36:24.345905,Chennai,30.7,58
2026-05-23 13:36:26.215117,Bangalore,38.0,40
2026-05-23 13:36:28.224312,Delhi,42.4,36
2026-05-23 13:36:29.359075,Hyderabad,29.8,89
2026-05-23 13:36:30.233773,Bangalore,32.1,85
2026-05-23 13:36:32.240474,Hyderabad,43.2,49
2026-05-23 13:36:34.247578,Delhi,37.0,88
2026-05-23 13:36:34.368698,Mumbai,27.1,83
2026-05-23 13:36:36.255750,Hyderabad,37.4,79
2026-05-23 13:36:38.264160,Bangalore,37.8,36
2026-05-23 13:36:39.386123,Bangalore,39.3,55
2026-05-23 13:36:40.271936,Chennai,43.6,51
2026-05-23 13:36:42.276336,Mumbai,40.7,41
2026-05-23 13:36:44.286227,Vijayawada,43.1,70
2026-05-23 13:36:44.398611,Bangalore,39.9,59
2026-05-23 13:36:46.299722,Chennai,43.7,49
2026-05-23 13:36:48.314635,Chennai,40.3,83
2026-05-23 13:36:49.405689,Mumbai,37.7,80
2026-05-23 13:36:50.323420,Mumbai,36.0,83
2026-05-23 13:36:52.333741,Delhi,36.5,85
2026-05-23 13:36:54.345083,Chennai,40.3,65
2026-05-23 13:36:54.418058,Hyderabad,28.0,65
2026-05-23 13:36:56.356859,Hyderabad,39.7,79
2026-05-23 13:36:58.377173,Hyderabad,38.1,89
2026-05-23 13:36:59.437365,Delhi,23.7,62
2026-05-23 13:37:00.386717,Bangalore,34.3,73
2026-05-23 13:37:02.394488,Delhi,41.0,59
2026-05-23 13:37:04.403836,Chennai,39.5,85
2026-05-23 13:37:04.457941,Mumbai,36.7,47
